header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of parking facilities,error
Erasmussingel 90,3051 KK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42683073-erasmussingel-90/?navigateSource=resultlist,20220126_212530,"€ 650,000 kosten koper","€ 4,452    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, corner house",Resale property,1929,Gable roof covered with roof tiles,Living area146 m²Exterior space attached to the building14 m²,146 m²,14 m²,81 m²,541 m³,6 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,"Bath, 2 showers and toilet",3 stories,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2017, in ownership)",81 m²,Full ownership,Back garden,"Paid parking, public parking and resident's parking permits",no
