header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,error
Welheugte 40,9403 GG Assen        ,https://www.funda.nl/en/koop/assen/huis-42421711-welheugte-40/?navigateSource=resultlist,20220128_032703,"€ 259,000 kosten koper","€ 2,252    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1987,Gable roof covered with roof tiles,Living area115 m²External storage space7 m²,115 m²,7 m²,154 m²,375 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation and TV via cable,C        What does this mean?,Completely insulated,Hot air heating,CH boiler,154 m²,Full ownership,Alongside a quiet road and in center,Back garden and front garden,"10 meter deep and 5,2 meter broad",Located at the northwest,Detached brick storage,Electricity,Carport,no
