header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Zandweg 186,3454 HD De Meern        ,https://www.funda.nl/en/koop/de-meern/huis-88024874-zandweg-186/?navigateSource=resultlist,20220129_072403,"€ 770,000 vrij op naam","€ 5,580    The asking price per m² (€ 770,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, double house",New property,After 2020,Disabled access friendly and accessible for seniors,Gable roof,Living area138 m²,138 m²,576 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,2 showers and 2 toilets,2 stories,TV via cable and solar panels,Not available,"Roof insulation, triple glazed, double glazing, eco-building, partly double glazed, no cavity wall, mostly double glazed, energy efficient window, draft protection, insulated walls, floor insulation, completely insulated and secondary glazing",Complete floor heating and heat pump,Electrical boiler,Full ownership,Alongside a quiet road and freestanding location,"Back garden, front garden and side garden","118 m² (11 meter deep and 10,7 meter broad)",Located at the north,Parking on private property,no
