header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Bollenhofsestraat 85,3572 VK Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42525394-bollenhofsestraat-85/?navigateSource=resultlist,20220131_151601,"€ 549,000 kosten koper","€ 6,239    The asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 599,000 kosten koper",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1895,Gable roof covered with roof tiles,Living area88 m²Other space inside the building3 m²,88 m²,3 m²,61 m²,306 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,F        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Combination boiler from 2017, in ownership",61 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"13 m² (6,56 meter deep and 1,96 meter broad)",Located at the southwest,Attached brick storage,Public parking and resident's parking permits,no
