header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,error
Singel 285,1012 WG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42581058-singel-285/?navigateSource=resultlist,20220130_184800,"€ 2,575,000 kosten koper","€ 8,849    The asking price per m² (€ 2,575,000) is calculated by dividing the asking price of the home by the living area (291 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Property alongside canal, row house",Resale property,1735,Protected townscape or village view (permit needed for alterations) and monumental building,Gable roof covered with roof tiles,Living area291 m²Other space inside the building8 m²Exterior space attached to the building15 m²,291 m²,8 m²,15 m²,86 m²,844 m³,8 rooms (4 bedrooms),3 bathrooms and 2 separate toilets,"Bath, 2 showers and 2 toilets",6 stories,Not available,Partly double glazed,CH boiler,86 m²,Full ownership,"On navigable waterway, alongside water, in center and unobstructed surrounding view",Roof terrace present,Built-in,"Electricity, heating and running water",Paid parking and resident's parking permits,no
