header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Transvaalkade 29,1092 JL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42534584-transvaalkade-29/?navigateSource=resultlist,20220131_003509,"€ 2,500,000 kosten koper","€ 8,224    The asking price per m² (€ 2,500,000) is calculated by dividing the asking price of the home by the living area (304 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1884,Double occupancy possible,Living area304 m²Exterior space attached to the building27 m²,304 m²,27 m²,101 m²,989 m³,8 rooms (6 bedrooms),3 bathrooms and 2 separate toilets,"2 baths, 3 showers and 3 toilets",5 stories,Mechanical ventilation,F        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler from 2021, in ownership",101 m²,Full ownership,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",Back garden,Roof terrace present and balcony present,"Paid parking, public parking and resident's parking permits",no
