header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Ownership situation,Fees,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Beemsterstraat 434,1024 BR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42512773-beemsterstraat-434/?navigateSource=resultlist,20220130_233048,"€ 325,000 kosten koper","€ 4,167    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 137 per month,2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1966,Living area78 m²Exterior space attached to the building7 m²External storage space15 m²,78 m²,7 m²,15 m²,260 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,C        What does this mean?,Municipal long-term lease (end date of long-term lease:  30-06-2053),Bought off for eternity,In residential district,Balcony present,Storage box,Yes,Yes,Yes,Yes,Yes,Yes,no
