header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Deimanstraat 272,2522 BS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88970521-deimanstraat-272/?navigateSource=resultlist,20220131_224712,"€ 199,000 kosten koper","€ 3,109    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 150.00 per month,Apartment with shared street entrance (apartment),Resale property,1906-1930,Living area64 m²,64 m²,180 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,G        What does this mean?,Full ownership,Balcony present,Public parking,No,No,Yes (€ 150.00 per month),No,No,No,no
