header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Shed / storage,Type of garage,Type of parking facilities,error
Lenculenstraat 1,6211 KP Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-42539241-lenculenstraat-1/?navigateSource=resultlist,20220129_075733,"€ 950,000 kosten koper","€ 9,223    The asking price per m² (€ 950,000) is calculated by dividing the asking price of the home by the living area (103 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Desirable residence/villa, corner house (official/company house or apartment)",Resale property,1642,Monumental building,Hipped roof covered with roof tiles,Living area103 m²Other space inside the building32 m²,103 m²,32 m²,35 m²,340 m³,5 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories and a basement,Rolldown shutters and TV via cable,Not available,Roof insulation,CH boiler,CH boiler,"Combi ketel (gas-fired combination boiler from 1998, in ownership)",35 m²,Full ownership,In center,Built-in,Parking place,Parking on gated property,no
