header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,Shed / storage,Type of parking facilities,error
Muiderlaan 371,1087 VA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88806788-muiderlaan-371/?navigateSource=resultlist,20220130_222030,"€ 480,000 vrij op naam","€ 5,333    The asking price per m² (€ 480,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 425,000 vrij op naam",4 months,Available,Available in consultation,Mezzanine,New property,2022,Flat roof,Living area90 m²Exterior space attached to the building7 m²,90 m²,7 m²,270 m³,3 rooms (2 bedrooms),5 stories,1st floor,Not available,Complete floor heating and heat pump,Electrical boiler,Built-in,Parking garage,no
