header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,error
De Jacob stadsappartement - 2 kamers (Bouwnr. 234 - B7),1065 XA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42514328-de-jacob-stadsappartement-2-kamers-bouwnr-234-b7/?navigateSource=resultlist,20220131_002344,"€ 385,840 vrij op naam","€ 7,717    The asking price per m² (€ 385,840) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Galleried apartment (apartment),New property,2022,Woningborg garantiecertificaat,Living area50 m²Exterior space attached to the building4 m²,50 m²,4 m²,150 m³,2 rooms (1 bedroom),1 separate toilet,1 story,3rd floor,"Optical fibre, elevator, mechanical ventilation and TV via cable",A        What does this mean?,District heating,District heating,Municipal long-term lease,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",Balcony present,no
