header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pretoriusstraat 1 3,1092 EW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42535866-pretoriusstraat-1-3/?navigateSource=resultlist,20220130_232728,"€ 860,000 kosten koper","€ 6,014    The asking price per m² (€ 860,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1905,Listed building (national monument),Living area143 m²Exterior space attached to the building37 m²,143 m²,37 m²,479 m³,5 rooms (3 bedrooms),2 bathrooms,"Bath, shower and 2 toilets",2 stories,3rd floor,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (2015, in ownership)",Full ownership,"Roof terrace present, balcony present and french balcony present","Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,Yes,Yes,no
