header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities,error
Bergerstraat 51 51A,6129 LE Urmond        ,https://www.funda.nl/en/koop/urmond/huis-88864207-bergerstraat-51-51a/?navigateSource=resultlist,20220127_212211,"€ 425,000 kosten koper","€ 1,398    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (304 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,"Single-family home, detached residential property (official/company house or apartment)",Resale property,1934,Living area304 m²Other space inside the building16 m²Exterior space attached to the building17 m²,304 m²,16 m²,17 m²,495 m²,867 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a basement,Not available,495 m²,Full ownership,"Alongside water, in residential district, rural and unobstructed surrounding view",Side garden,Attached brick garage,1 car,Electricity,no
