header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Apeldoornstraat 35,6415 BA Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-42680879-apeldoornstraat-35/?navigateSource=resultlist,20220129_092942,"€ 137,500 kosten koper","€ 1,786    The asking price per m² (€ 137,500) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1945-1959,Living area77 m²Other space inside the building39 m²Exterior space attached to the building17 m²External storage space4 m²,77 m²,39 m²,17 m²,4 m²,144 m²,353 m³,4 rooms (3 bedrooms),2 bathrooms,Bath and shower,"2 stories, a/an loft and a basement",C        What does this mean?,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2010, in ownership)",144 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"81 m² (0,14 meter deep and 0,06 meter broad)",Located at the west accessible via the rear,Detached wooden storage,Public parking,no
