header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Parkhaven 25,8242 PE Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-42682002-parkhaven-25/?navigateSource=resultlist,20220129_164108,"€ 560,000 kosten koper","€ 4,308    The asking price per m² (€ 560,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1997,Gable roof,Living area130 m²Other space inside the building27 m²,130 m²,27 m²,240 m²,562 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Steam cabin, bath, shower and 2 toilets",2 stories,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",240 m²,"Alongside water, in residential district and unobstructed surrounding view",Back garden,99 m² (11 meter deep and 9 meter broad),Located at the northwest,Built-in,1 car,no
