header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Laan van de Marel 475,7823 BM Emmen        ,https://www.funda.nl/en/koop/emmen/huis-42547017-laan-van-de-marel-475/?navigateSource=resultlist,20220129_043205,"€ 199,500 kosten koper","€ 1,635    The asking price per m² (€ 199,500) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1968,Flat roof covered with asphalt roofing,Living area122 m²External storage space9 m²,122 m²,9 m²,211 m²,374 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler, in ownership)",211 m²,Full ownership,In residential district,Back garden and front garden,"93 m² (14,25 meter deep and 6,5 meter broad)",Detached brick storage,Public parking,no
