header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Ownership situation,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Weesperzijde 34 2,1091 ED Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42650640-weesperzijde-34-2/?navigateSource=resultlist,20220131_003839,"€ 1,050,000 kosten koper","€ 7,447    The asking price per m² (€ 1,050,000) is calculated by dividing the asking price of the home by the living area (141 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,Upstairs apartment,Resale property,1883,Living area141 m²Exterior space attached to the building7 m²,141 m²,7 m²,395 m³,2 rooms (1 bedroom),2 separate toilets,2 stories,Not available,Full ownership,Balcony present,Yes,No,No,No,No,No,no
