header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Tweekapper (Bouwnr. 1),6718 Ede        ,https://www.funda.nl/en/koop/ede/huis-42665149-tweekapper-bouwnr-1/?navigateSource=resultlist,20220127_225831,"€ 599,500 vrij op naam","€ 3,944    The asking price per m² (€ 599,500) is calculated by dividing the asking price of the home by the living area (152 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,"Single-family home, double house",New property,2022,Gable roof,Living area152 m²,152 m²,626 m³,4 rooms (3 bedrooms),1 bathroom,"Bath, shower and toilet",2 stories and a attic,A        What does this mean?,Back garden and front garden,"114 m² (12 meter deep and 9,5 meter broad)",Located at the west,Attached brick garage,1 car,Parking on private property,no
