header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kaarderstraat 8,5623 AG Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-88039368-kaarderstraat-8/?navigateSource=resultlist,20220201_005012,"€ 279,000 kosten koper","€ 3,720    The asking price per m² (€ 279,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 162 per month,3 weeks,Under offer,Available in consultation,€ 162.00 per month,Apartment with shared street entrance (apartment),Resale property,1960,Flat roof covered with asphalt roofing,Living area75 m²Exterior space attached to the building10 m²External storage space14 m²,75 m²,10 m²,14 m²,247 m³,4 rooms (3 bedrooms),1 bathroom,Shower,3 stories,2nd floor,D        What does this mean?,Double glazing and energy efficient window,Communal central heating,Gas water heater,Full ownership,In residential district,Built-in,Public parking,Yes,Yes,Yes (€ 162.00 per month),Yes,Yes,Yes,no
