header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Ina Boudier-Bakkerhof 6,3207 WV Spijkenisse        ,https://www.funda.nl/en/koop/spijkenisse/huis-42517344-ina-boudier-bakkerhof-6/?navigateSource=resultlist,20220129_085810,"€ 325,000 kosten koper","€ 2,955    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available on 6/1/2022,"Single-family home, row house",Resale property,1996,Flat roof covered with asphalt roofing,Living area110 m²External storage space8 m²,110 m²,8 m²,145 m²,368 m³,5 rooms (4 bedrooms),1 bathroom,Bath and toilet,2 stories,B        What does this mean?,CH boiler,CH boiler,"HR (gas-fired combination boiler from 2016, in ownership)",145 m²,Full ownership,"Alongside a quiet road, in residential district and freestanding location",Back garden and front garden,70 m² (14 meter deep and 5 meter broad),Located at the north accessible via the rear,Detached brick storage,Public parking,no
