header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Statenjachtstraat 239,1034 GA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42546517-statenjachtstraat-239/?navigateSource=resultlist,20220130_235815,"€ 425,000 kosten koper","€ 5,449    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 124 per month,8 weeks,Sold under reservation,Available in consultation,Mezzanine (apartment),Resale property,2011,Living area78 m²Exterior space attached to the building5 m²External storage space3 m²,78 m²,5 m²,3 m²,260 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Elevator and mechanical ventilation,Not available,Completely insulated,District heating,District heating,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  31-12-2059),Balcony present,Storage box,Yes,Yes,Yes,Yes,Yes,Yes,no
