header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan Evertsenstraat 151 1,1057 BW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88047897-jan-evertsenstraat-151-1/?navigateSource=resultlist,20220130_181511,"€ 400,000 kosten koper","€ 7,273    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,€ 69.83 per month,Mezzanine (apartment),Resale property,1936,Flat roof,Living area55 m²Exterior space attached to the building5 m²External storage space6 m²,55 m²,5 m²,6 m²,173 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,1st floor,Mechanical ventilation,E            2.16What does this mean?,CH boiler,CH boiler,Balcony present,Storage box,Yes,Yes,Yes (€ 69.83 per month),Yes,Yes,Yes,no
