header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Afrikanerplein 3 -2,1091 PN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42688919-afrikanerplein-3-2/?navigateSource=resultlist,20220131_002239,"€ 395,000 kosten koper","€ 6,810    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 120 per month,"January 21, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1929,Living area58 m²,58 m²,158 m³,3 rooms (2 bedrooms),1 bathroom,Toilet,1 story,2nd floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2010, in ownership",Municipal ownership encumbered with long-term leaset,"€ 491,94 per year",Yes,Yes,Yes,Yes,No,Yes,no
