header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Mezenlaan 94,4901 AC Oosterhout (NB)        ,https://www.funda.nl/en/koop/oosterhout-nb/huis-42683126-mezenlaan-94/?navigateSource=resultlist,20220128_020449,"€ 475,000 kosten koper","€ 2,423    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (196 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1974,Gable roof covered with roof tiles,Living area196 m²,196 m²,254 m²,649 m³,6 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,2 showers and toilet,3 stories,"Skylight, mechanical ventilation, sliding door and TV via cable",D        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2012, in ownership)",254 m²,Full ownership,In residential district,Back garden and front garden,"54 m² (8,04 meter deep and 6,76 meter broad)",Located at the west,Attached brick garage,1 car,Running water,Parking on private property and public parking,no
