header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Fees,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Formenterapad 4,1060 TG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88022166-formenterapad-4/?navigateSource=resultlist,20220130_234720,"€ 550,000 kosten koper","€ 4,955    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2003,Living area111 m²Exterior space attached to the building30 m²External storage space5 m²,111 m²,30 m²,5 m²,128 m²,388 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Optical fibre and mechanical ventilation,B        What does this mean?,Completely insulated,CH boiler,2016,128 m²,Municipal long-term lease (end date of long-term lease:  30-01-2049),Paid until 30-01-2049,Back garden and front garden,Roof terrace present,Detached wooden storage,Parking on private property and public parking,no
