header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Cremerstraat 84,2032 KS Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42681412-cremerstraat-84/?navigateSource=resultlist,20220129_205118,"€ 400,000 kosten koper","€ 5,479    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 75 per month,"January 24, 2022",Available,Available in consultation,Ground-floor apartment,Resale property,1935,Living area73 m²External storage space6 m²,73 m²,6 m²,140 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,Ground floor,C        What does this mean?,Energy efficient window,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2020, in ownership)",Full ownership,Alongside a quiet road and in residential district,Back garden,"53 m² (4,7 meter deep and 11,3 meter broad)",Located at the west accessible via the rear,Detached wooden storage,Public parking,Yes,Yes,Yes,No,No,Yes,no
