header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Location,Balcony/roof garden,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Maasboulevard 121,5237 WN Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-87743423-maasboulevard-121/?navigateSource=resultlist,20220201_105328,"€ 775,000 kosten koper","€ 4,429    The asking price per m² (€ 775,000) is calculated by dividing the asking price of the home by the living area (175 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 705,000 kosten koper",€ 219 per month,6+ months,Available,Available in consultation,€ 219.00 per month,Penthouse (apartment),Resale property,1999,Living area175 m²External storage space10 m²,175 m²,10 m²,530 m³,4 rooms (3 bedrooms),1 story,3rd floor,C        What does this mean?,Full ownership,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Roof terrace present,Underground parking and parking place,Yes,Yes,Yes (€ 219.00 per month),Yes,Yes,Yes,no
