header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dijkgraafplein 347,1069 ET Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42547930-dijkgraafplein-347/?navigateSource=resultlist,20220128_135905,"€ 339,000 kosten koper","€ 3,390    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,Maisonnette (apartment),Resale property,1972,Flat roof,Living area100 m²Exterior space attached to the building5 m²External storage space6 m²,100 m²,5 m²,6 m²,294 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,11th floor,C        What does this mean?,District heating,District heating,Full ownership,Storage box,Underground parking,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
