header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Type of parking facilities,error
Nieuwezijds Voorburgwal 90 B,1012 SG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42570819-nieuwezijds-voorburgwal-90-b/?navigateSource=resultlist,20220130_231532,"€ 1,695,000 kosten koper","€ 9,417    The asking price per m² (€ 1,695,000) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Desirable residence/villa, corner house",Resale property,1892,Gable roof covered with roof tiles,Living area180 m²Exterior space attached to the building13 m²,180 m²,13 m²,624 m³,8 rooms (3 bedrooms),3 bathrooms and 2 separate toilets,"Bath, 2 showers and 3 toilets",4 stories,D            1.92What does this mean?,CH boiler,CH boiler,Full ownership,Full ownership,In center and in residential district,Paid parking,no
