header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Zandstraat 19,4501 JW Oostburg        ,https://www.funda.nl/en/koop/oostburg/huis-88013915-zandstraat-19/?navigateSource=resultlist,20220127_230520,"€ 180,000 kosten koper","€ 2,195    The asking price per m² (€ 180,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1923,Mansard roof covered with roof tiles,Living area82 m²,82 m²,102 m²,265 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,Skylight and rolldown shutters,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2018, in ownership)",102 m²,Alongside a quiet road and in residential district,Back garden,45 m² (9 meter deep and 5 meter broad),Located at the west accessible via the rear,Public parking,no
