header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,error
7 | Type C1 | Kroonhoef (Bouwnr. 7),5612 HK Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-41931069-7-type-c1-kroonhoef-bouwnr-7/?navigateSource=resultlist,20220201_013957,"€ 323,000 vrij op naam","€ 4,365    The asking price per m² (€ 323,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2021,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area74 m²External storage space5 m²,74 m²,5 m²,204 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Balanced ventilation system and elevator,A+++        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,In residential district,Built-in,Public parking,no
