header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Garden,Back garden,Shed / storage,Facilities,Insulation,Type of parking facilities,error
Ferdinand Bolstraat 115,2525 XL Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88995066-ferdinand-bolstraat-115/?navigateSource=resultlist,20220131_211933,"€ 455,000 kosten koper","€ 2,993    The asking price per m² (€ 455,000) is calculated by dividing the asking price of the home by the living area (152 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1991-2000,Flat roof,Living area152 m²External storage space15 m²,152 m²,15 m²,152 m²,426 m³,6 rooms (5 bedrooms),1 story,B        What does this mean?,152 m²,Back garden,"21 m² (4,12 meter deep and 5,04 meter broad)",Attached brick storage,Electricity,Roof insulation and insulated walls,Public parking,no
