header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Friesestraat 31 B,3074 TD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88036673-friesestraat-31-b/?navigateSource=resultlist,20220126_164014,"€ 210,000 kosten koper","€ 2,442    The asking price per m² (€ 210,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,€ 67.70 per month,Upstairs apartment (double upstairs apartment),Resale property,1927,Living area86 m²,86 m²,288 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Mechanical ventilation,C        What does this mean?,Completely insulated,CH boiler,CH boiler,"2012, in ownership",Full ownership,In residential district,Resident's parking permits,Yes,Yes,Yes (€ 67.70 per month),Yes,Yes,Yes,no
