header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Front garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Jaagpad 39,1059 BP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42539408-jaagpad-39/?navigateSource=resultlist,20220130_215350,"€ 825,000 kosten koper","€ 4,583    The asking price per m² (€ 825,000) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Houseboat, detached residential property",Resale property,1974,Living area180 m²Other space inside the building3 m²Exterior space attached to the building4 m²,180 m²,3 m²,4 m²,665 m³,5 rooms (4 bedrooms),1 bathroom,Shower and toilet,2 stories,TV via cable,Not available,Double glazing,CH boiler,CH boiler,1 m²,Full ownership,"Alongside a quiet road, on navigable waterway, alongside water, In wooded surroundings and freestanding location",Front garden,130 m² (15 meter deep and 9 meter broad),Located at the west,Balcony present,Paid parking and resident's parking permits,no
