header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Garden,Shed / storage,Type of garage,error
Utrechts Kindercomitestraat 55,3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42482367-utrechts-kindercomitestraat-55/?navigateSource=resultlist,20220131_153933,"€ 792,500 vrij op naam","€ 5,180    The asking price per m² (€ 792,500) is calculated by dividing the asking price of the home by the living area (153 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Single-family home, row house",New property,2021,Living area153 m²,153 m²,417 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories,Not available,District heating and complete floor heating,Back garden and front garden,Built-in,Underground parking,no
