header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dercksenstraat 22,2522 HS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88050331-dercksenstraat-22/?navigateSource=resultlist,20220131_221021,"€ 279,500 kosten koper","€ 3,176    The asking price per m² (€ 279,500) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1934,Protected townscape or village view (permit needed for alterations),Gable roof covered with roof tiles,Living area88 m²,88 m²,303 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,3 stories,2nd floor,F        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Intergas hre (gas-fired combination boiler from 2015, to rent)",Full ownership,Roof terrace present and balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,No,Yes,no
