header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Loosduinseweg 321,2571 AD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42523799-loosduinseweg-321/?navigateSource=resultlist,20220131_204735,"€ 325,000 kosten koper","€ 3,125    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 168.00 per month,Galleried apartment (apartment),Resale property,1989,Partly furnished with carpets and curtains,Flat roof,Living area104 m²,104 m²,312 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,2nd floor,"Optical fibre, elevator and mechanical ventilation",C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired from 2020, in ownership)",Full ownership,Unobstructed surrounding view,Storage box,Paid parking and public parking,Yes,Yes,Yes (€ 168.00 per month),Yes,Yes,Yes,no
