header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Heesstraat 83,3555 GH Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42677977-van-heesstraat-83/?navigateSource=resultlist,20220131_162118,"€ 275,000 kosten koper","€ 5,093    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (54 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 108.00 per month,Apartment with shared street entrance (apartment),Resale property,2005,Flat roof,Living area54 m²,54 m²,176 m³,2 rooms (1 bedroom),1 bathroom,Toilet,1 story,3rd floor,Elevator,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2020, in ownership",Full ownership,Full ownership,Alongside a quiet road and in residential district,Parking place,Parking on private property,Yes,Yes,Yes (€ 108.00 per month),Yes,Yes,Yes,no
