header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Balcony/roof garden,Consulting rooms,error
Griftstraat 20,3572 GV Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88014146-griftstraat-20/?navigateSource=resultlist,20220131_164927,"€ 1,060,000 kosten koper","€ 5,096    The asking price per m² (€ 1,060,000) is calculated by dividing the asking price of the home by the living area (208 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Desirable residence/villa, semi-detached residential property",Resale property,1910,Living area208 m²,208 m²,88 m²,742 m³,6 rooms (4 bedrooms),2 separate toilets,4 stories,Not available,Double glazing,CH boiler,CH boiler,2018,88 m²,Roof terrace present,"        71 m², built-in    ",no
