header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Voltastraat 33,7316 GH Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-42522741-voltastraat-33/?navigateSource=resultlist,20220130_125439,"€ 265,000 kosten koper","€ 2,477    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 165 per month,2 months,Sold under reservation,Available in consultation,Maisonnette,Resale property,1969,Flat roof covered with asphalt roofing,Living area107 m²Exterior space attached to the building7 m²External storage space6 m²,107 m²,7 m²,6 m²,325 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,2 stories,"Outdoor awning, elevator and TV via cable",D        What does this mean?,Partly double glazed,Communal central heating,Electrical boiler,Full ownership,Full ownership,In residential district and unobstructed surrounding view,Balcony present,Storage box,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
