header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Remmerdenplein 63,1106 AH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88014398-remmerdenplein-63/?navigateSource=resultlist,20220130_204705,"€ 400,000 kosten koper","€ 3,390    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 226.36 per month,Maisonnette (apartment),Resale property,1983,Flat roof covered with asphalt roofing,Living area118 m²External storage space8 m²,118 m²,8 m²,412 m³,5 rooms (4 bedrooms),1 separate toilet,2 stories,1st floor,B        What does this mean?,Energy efficient window and completely insulated,CH boiler,CH boiler,Long-term lease,Back garden,"29 m² (5,75 meter deep and 5 meter broad)",Located at the east accessible via the rear,Storage box,Electricity,Public parking,Yes,Yes,Yes (€ 226.36 per month),Yes,Yes,Yes,no
