header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Homeruslaan 28 1,3581 MH Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42686782-homeruslaan-28-1/?navigateSource=resultlist,20220131_160601,"€ 500,000 kosten koper","€ 4,808    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,€ 210.00 per month,Residential property with shared street entrance (apartment),Resale property,1931,Living area104 m²Exterior space attached to the building5 m²External storage space4 m²,104 m²,5 m²,4 m²,344 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,"Optical fibre, flue and solar panels",D        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,In residential district,Balcony present,Built-in,Electricity,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 210.00 per month),No,No,Yes,no
