header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Gansstraat 127,3582 EE Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42531342-gansstraat-127/?navigateSource=resultlist,20220131_164952,"€ 450,000 kosten koper","€ 6,250    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1884,Listed building (national monument),Living area72 m²,72 m²,64 m²,267 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,Skylight and flue,F        What does this mean?,Floor insulation,CH boiler and wood heater,CH boiler,Nefeit (2007),64 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"7 m² (2,91 meter deep and 2,48 meter broad)",Located at the southeast,Paid parking and resident's parking permits,no
