header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Aletta Jacobsplantsoen 150,2253 RM Voorschoten        ,https://www.funda.nl/en/koop/voorschoten/appartement-42534814-aletta-jacobsplantsoen-150/?navigateSource=resultlist,20220128_020721,"€ 175,000 kosten koper","€ 4,487    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (39 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available on 2/15/2022,€ 151.00 per month,Apartment with shared street entrance (apartment),Resale property,1983,Partly furnished with carpets and curtains,Flat roof covered with asphalt roofing,Living area39 m²Exterior space attached to the building2 m²,39 m²,2 m²,120 m³,1 room,1 separate toilet,2 stories,1st floor,TV via cable,E        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,In residential district,Balcony present,Public parking,Yes,Yes,Yes (€ 151.00 per month),Yes,Yes,Yes,no
