header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwstraat 52,1381 BD Weesp        ,https://www.funda.nl/en/koop/weesp/appartement-42695499-nieuwstraat-52/?navigateSource=resultlist,20220129_063039,"€ 450,000 kosten koper","€ 5,844    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 66 per month,"January 27, 2022",Available,Available in consultation,€ 66.00 per month,Upstairs apartment (apartment),Resale property,1750,Living area77 m²Other space inside the building3 m²,77 m²,3 m²,272 m³,4 rooms (2 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,1st floor,G        What does this mean?,CH boiler,CH boiler,Vaillant (gas-fired combination boiler from 2003),Full ownership,In center,"Paid parking, public parking and resident's parking permits",Yes,Yes,No,No,No,Yes,no
