header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,Fees,error
Rietlandterras,1091 Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-88974734-rietlandterras/?navigateSource=resultlist,20220128_080058,"€ 15,000 kosten koper",2 months,Available,Available in consultation,Underground parking,Resale property,1,Long-term lease,Paid until 15-07-2029,no
