header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Senecalaan 63,5216 CH Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42450206-senecalaan-63/?navigateSource=resultlist,20220201_105302,"€ 350,000 kosten koper","€ 2,869    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,€ 877.07 per month,Apartment with shared street entrance,Resale property,1974,Accessible for seniors,Living area122 m²Exterior space attached to the building18 m²,122 m²,18 m²,385 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,7th floor,Elevator and TV via cable,C        What does this mean?,Communal central heating,Central facility,Full ownership,Alongside park and alongside water,Balcony present,Built-in,Yes,Yes,Yes (€ 877.07 per month),Yes,Yes,Yes,no
