header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Area,Ownership situation,Garden,Location,Garden location,Balcony/roof garden,error
Trouwlaan 40 f,5021 WL Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-88010101-trouwlaan-40-f/?navigateSource=resultlist,20220129_071023,"€ 335,000 kosten koper","€ 2,638    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1926,Gable roof,Living area127 m²Exterior space attached to the building10 m²External storage space14 m²,127 m²,10 m²,14 m²,106 m²,380 m³,5 rooms (4 bedrooms),3 separate toilets,3 stories,F        What does this mean?,"Roof insulation, double glazing and energy efficient window",CH boiler,106 m²,Full ownership,Location,"21 m² (8 meter deep and 2,6 meter broad)",Located at the northwest accessible via the rear,Roof terrace present,no
