header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Hot water,Location,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jean Desmetstraat 56,1087 DR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88964945-jean-desmetstraat-56/?navigateSource=resultlist,20220131_003815,"€ 475,000 kosten koper","€ 5,108    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Maisonnette (apartment),Resale property,2008,Flat roof covered with asphalt roofing,Living area93 m²External storage space6 m²,93 m²,6 m²,341 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories,1st floor,A        What does this mean?,District heating,Alongside a quiet road and in residential district,Back garden,Detached wooden storage,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
