header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Insulation.1,Type of garage,error
Blekerswegje 12,8021 AH Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-42655301-blekerswegje-12/?navigateSource=resultlist,20220129_024711,"€ 845,000 kosten koper","€ 4,971    The asking price per m² (€ 845,000) is calculated by dividing the asking price of the home by the living area (170 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 95 per month,7 weeks,Available,Available in consultation,"Property alongside canal, row house",Resale property,2007,Living area170 m²Other space inside the building28 m²Exterior space attached to the building20 m²,170 m²,28 m²,20 m²,650 m³,7 rooms (5 bedrooms),1 separate toilet,4 stories and a basement,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired from 2007, in ownership",Full ownership,In center and unobstructed surrounding view,Back garden,"48 m² (9,5 meter deep and 5 meter broad)",Located at the southeast accessible via the rear,Roof terrace present,Built-in,Roof insulation and insulated walls,Underground parking,no
