header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Haagwinde 57,7322 EK Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/appartement-42650450-haagwinde-57/?navigateSource=resultlist,20220127_223419,"€ 369,000 kosten koper","€ 4,055    The asking price per m² (€ 369,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 144 per month,6 weeks,Sold under reservation,Available in consultation,Galleried apartment (apartment),Resale property,1999,Disabled access friendly and accessible for seniors,Living area91 m²External storage space6 m²,91 m²,6 m²,275 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,3 stories,2nd floor,Elevator,B        What does this mean?,Double glazing,CH boiler,CH boiler,Full ownership,"Alongside park, in residential district and unobstructed surrounding view",Balcony present,Storage box,Yes,Yes,Yes,Yes,Yes,Yes,no
