header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Shed / storage,error
Tulpstraat 22,4695 HL Sint-Maartensdijk        ,https://www.funda.nl/en/koop/sint-maartensdijk/huis-88027720-tulpstraat-22/?navigateSource=resultlist,20220127_230158,"€ 229,000 kosten koper","€ 2,160    The asking price per m² (€ 229,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1973,Living area106 m²,106 m²,136 m²,346 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,C        What does this mean?,Roof insulation,CH boiler,Electrical boiler,Gas-fired from 2011,136 m²,Full ownership,Back garden,"55 m² (10 meter deep and 5,5 meter broad)",Detached brick storage,no
