header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Renbaanstraat 127 129,2586 GA Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42664775-renbaanstraat-127-129/?navigateSource=resultlist,20220131_215233,"€ 700,000 kosten koper","€ 2,941    The asking price per m² (€ 700,000) is calculated by dividing the asking price of the home by the living area (238 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1904,Protected townscape or village view (permit needed for alterations),Mansard roof covered with slate,Living area238 m²Other space inside the building10 m²,238 m²,10 m²,109 m²,921 m³,5 rooms (3 bedrooms),1 bathroom and 3 separate toilets,Bath and shower,3 stories,TV via cable,Not available,Double glazing,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2005, in ownership)",109 m²,Full ownership,Alongside busy road,Public parking,no
