header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Zesde Rompert 45,5233 GD Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42652074-zesde-rompert-45/?navigateSource=resultlist,20220201_112700,"€ 339,000 kosten koper","€ 2,530    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (134 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house (drive-in residential property)",Resale property,1975,Living area134 m²Other space inside the building19 m²Exterior space attached to the building9 m²,134 m²,19 m²,9 m²,186 m²,455 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2016, in ownership)",186 m²,Full ownership,In residential district,Back garden and front garden,16 meter deep and 5 meter broad,Located at the northwest,Balcony present,Built-in,1 car,Electricity,Parking on private property and public parking,no
