header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Chico Mendesring 532,3315 WL Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-88011935-chico-mendesring-532/?navigateSource=resultlist,20220129_070924,"€ 315,000 kosten koper","€ 3,500    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1995,Flat roof covered with asphalt roofing,Living area90 m²Exterior space attached to the building2 m²External storage space6 m²,90 m²,2 m²,6 m²,135 m²,295 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Steam cabin and toilet,2 stories,"Air conditioning, outdoor awning, optical fibre and mechanical ventilation",B        What does this mean?,135 m²,Alongside a quiet road and in residential district,Back garden and front garden,"50 m² (9,73 meter deep and 5,17 meter broad)",Located at the southeast accessible via the rear,Detached brick storage,Electricity,Parking on private property and public parking,no
