header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Insulation.1,error
J.G. Suurhoffstraat 123,1067 VR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42406344-jg-suurhoffstraat-123/?navigateSource=resultlist,20220130_184850,"€ 425,000 kosten koper","€ 4,167    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1990,Gable roof covered with asphalt roofing and roof tiles,Living area102 m²Other space inside the building5 m²,102 m²,5 m²,119 m²,360 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,A        What does this mean?,Double glazing,CH boiler,Intergas (2021),119 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  31-01-2040),Alongside a quiet road and in residential district,Back garden and front garden,50 m² (10 meter deep and 5 meter broad),Located at the south accessible via the rear,Attached brick storage,Electricity,No insulation,no
