header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,error
Bouwnummer (Bouwnr. 45),8801 ZE Franeker        ,https://www.funda.nl/en/koop/franeker/huis-41545730-bouwnummer-bouwnr-45/?navigateSource=resultlist,20220129_070738,"€ 438,700 vrij op naam","€ 2,984    The asking price per m² (€ 438,700) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,"Single-family home, detached residential property",New property,2020,Living area147 m²,147 m²,573 m³,1 room,1 story,A        What does this mean?,no
