header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Ruimzicht 236,1068 CW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42674935-ruimzicht-236/?navigateSource=resultlist,20220130_181659,"€ 299,000 kosten koper","€ 4,271    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,€ 227.08 per month,Upstairs apartment,Resale property,1967,Flat roof covered with asphalt roofing,Living area70 m²Exterior space attached to the building8 m²External storage space7 m²,70 m²,8 m²,7 m²,200 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,12 stories,11th floor,E        What does this mean?,Communal central heating,Central facility,Long-term lease (end date of long-term lease:  16-06-2039),Balcony present,Attached brick storage,Yes,Yes,Yes (€ 227.08 per month),Yes,Yes,Yes,no
