header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Korfoedreef 77,3562 SE Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42677178-korfoedreef-77/?navigateSource=resultlist,20220131_155046,"€ 265,000 kosten koper","€ 3,354    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 195.76 per month,Galleried apartment (apartment),Resale property,1966,Flat roof,Living area79 m²Exterior space attached to the building7 m²External storage space6 m²,79 m²,7 m²,6 m²,249 m³,3 rooms (2 bedrooms),1 story,3rd floor,Elevator,E            2.33What does this mean?,Partly double glazed,Communal central heating,Electrical boiler (rental),Full ownership,"Alongside park, in residential district and unobstructed surrounding view",Balcony present,Storage box,Public parking,Yes,Yes,Yes (€ 195.76 per month),Yes,Yes,Yes,no
