header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Thijssestraat 247,2521 ZG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88999000-thijssestraat-247/?navigateSource=resultlist,20220131_225107,"€ 369,000 kosten koper","€ 3,481    The asking price per m² (€ 369,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available on 7/31/2022,€ 120.00 per month,Apartment with shared street entrance (apartment),Resale property,1994,Disabled access friendly and accessible for seniors,Flat roof covered with asphalt roofing,Living area106 m²,106 m²,350 m³,4 rooms (3 bedrooms),1 story,2nd floor,C        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,"Gas-fired from 2015, in ownership",Full ownership,Alongside a quiet road and unobstructed surrounding view,Attached brick storage,Paid parking and parking garage,Yes,No,Yes (€ 120.00 per month),Yes,Yes,Yes,no
