header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Balcony/roof garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Burg.Savelberglaan 8,6461 GP Kerkrade        ,https://www.funda.nl/en/koop/kerkrade/huis-42654141-burgsavelberglaan-8/?navigateSource=resultlist,20220128_044113,"€ 199,000 kosten koper","€ 1,990    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1956,Flat roof,Living area100 m²Other space inside the building40 m²Exterior space attached to the building14 m²,100 m²,40 m²,14 m²,166 m²,420 m³,7 rooms (3 bedrooms),1 separate toilet,3 stories and a basement,Rolldown shutters,E        What does this mean?,Partly double glazed,CH boiler,CH boiler,In ownership,166 m²,Full ownership,Back garden,Roof terrace present,Built-in,1 car,Electrical door,Public parking,no
