header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dignaland 14,2591 CC Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88037781-dignaland-14/?navigateSource=resultlist,20220131_230027,"€ 285,000 kosten koper","€ 3,032    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 299.00 per month,Apartment with shared street entrance (apartment),Resale property,1960,Living area94 m²Exterior space attached to the building8 m²External storage space2 m²,94 m²,8 m²,2 m²,303 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,1st floor,E        What does this mean?,Full ownership,Balcony present,Built-in,Parking on private property and public parking,Yes,Yes,Yes (€ 299.00 per month),Yes,Yes,Yes,no
