header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Type of garage,error
Spuifront bouwnummer 36,3262 LH Oud-Beijerland        ,https://www.funda.nl/en/koop/oud-beijerland/appartement-42547301-spuifront-bouwnummer-36/?navigateSource=resultlist,20220130_125656,"€ 582,500 vrij op naam","€ 3,734    The asking price per m² (€ 582,500) is calculated by dividing the asking price of the home by the living area (156 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Under option,Available in consultation,Maisonnette (apartment),New property,2022,"Energie Prestatie Advies, politiekeurmerk and SWK garantiecertificaat",Living area156 m²,156 m²,468 m³,5 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,1st floor,Mechanical ventilation,A++        What does this mean?,Completely insulated,Partial floor heating and heat pump,Geothermal heating,Alongside a quiet road and in center,Sun terrace,18 m² (9 meter deep and 2 meter broad),Located at the south,Parking place,no
