header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Rietlanden 15,2451 ZG Leimuiden        ,https://www.funda.nl/en/koop/leimuiden/huis-88038688-rietlanden-15/?navigateSource=resultlist,20220129_170511,"€ 375,000 kosten koper","€ 3,348    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Under offer,Available in consultation,"Single-family home, row house",Resale property,1984,With carpets and curtains,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area112 m²Other space inside the building8 m²,112 m²,8 m²,156 m²,396 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,C        What does this mean?,Double glazing,CH boiler and partial floor heating,CH boiler,"Valliant (gas-fired combination boiler, in ownership)",156 m²,Full ownership,Back garden,Outside plastic storage cabinet,Public parking,no
